,0
0,1.408583194002371e-05
1,3.5676052381251316e-05
2,8.19316803432856e-05
3,0.00018050283199866997
4,4.854251937195514e-05
5,1.1878465428487797e-05
6,0.00012277454840118313
7,5.108694629978574e-05
8,1.4562444388859697e-05
9,8.589398048692277e-05
10,0.00010248790060930153
11,2.3088101763544196e-05
12,5.587291539192523e-05
13,2.9288454647749466e-05
14,8.916506670476065e-06
15,8.952008112105201e-05
16,4.190794650844175e-05
17,5.57022160644508e-05
18,0.00017581262951780685
19,6.716732119999414e-05
20,6.301019654118358e-05
21,7.671278918118506e-05
22,0.00019520081543831626
23,0.00024377338650749975
24,2.149030804344398e-05
25,5.327753325189237e-05
26,5.217467552258597e-05
27,0.0001549561722305491
28,9.646531643678366e-05
29,6.679085304656271e-05
30,3.946598197003322e-05
31,0.000188220000564828
32,4.166396704082983e-06
33,3.9785180713187686e-05
34,3.259750727501912e-05
35,3.270808546745938e-05
36,1.0896926408472013e-05
37,6.541542574103563e-05
38,3.2743943829404946e-05
39,8.532791998750606e-05
40,5.18821239647377e-05
41,2.741413670669166e-05
42,2.9299240276869956e-05
43,1.156335077996546e-05
44,0.00015147746099952034
45,4.186149050807219e-05
46,0.00020520537940270562
47,0.00015305434009044898
48,5.61885537872775e-05
49,0.00017361590796399084
50,0.00011574332914267955
51,9.611853288778781e-05
52,2.107796728428017e-05
53,6.517767134428987e-05
54,0.000162123738758548
55,2.6684267176296285e-05
56,4.0101395221831696e-05
57,0.00017758358581416162
58,6.502046847286826e-05
59,9.701920906980472e-05
60,0.00011593096771255825
61,3.186184138287511e-05
62,8.507068973218974e-05
63,3.4306320807671282e-06
64,0.0001251935870873189
65,4.6127496964826855e-05
66,4.246088395655878e-05
67,0.00015433179341776645
68,6.527013518654657e-05
69,3.7366116518419656e-05
70,6.837985742269189e-06
71,3.2847701042687686e-05
72,5.7404720275198596e-05
73,2.790037682727781e-05
74,8.162738395010284e-05
75,8.457138708082071e-05
76,0.0001845957788770736
77,6.868253610771358e-06
78,0.00010109124247869195
79,4.784336206932885e-05
80,6.73986698488858e-05
81,2.7231321583983747e-05
82,3.753001112078298e-06
83,1.6809520786917474e-05
84,0.00011394009300851368
85,0.00031975493042243897
86,1.4987270555818964e-05
87,7.355790479634817e-07
88,9.185921026804656e-05
89,8.033734873030444e-05
90,0.00011992635522994419
91,6.585721749671865e-05
92,4.792661940338351e-06
93,0.00013002382012044947
94,1.4794986615318069e-05
95,0.00010377096238960909
96,0.00015022020883776412
97,4.1159113097140035e-05
98,0.00012511964133859392
99,6.016520547793343e-05
100,9.718539710725536e-05
101,8.6325465183551e-05
102,0.00023944638485481464
103,8.545264590973106e-05
104,8.966163420673703e-05
105,0.00018774761003602434
106,3.207100730410401e-05
107,6.511651396206642e-05
108,1.3916602857966969e-05
109,0.00010052144645329866
110,0.0001012051398446783
111,3.731977903111635e-05
112,0.0001022228018557405
113,1.3041796963179457e-06
114,0.00014764595375169536
115,7.53857244033213e-05
116,0.0002613903455945536
117,0.00011160037404225937
118,0.0001057440072983259
119,5.651774568022125e-05
120,2.8181873782288044e-05
121,0.00020813789727597696
122,0.00011788630867231185
123,0.00024977391441109866
124,0.00012551887524277948
125,0.00011507620207158263
126,0.00012106174424249342
127,0.00021273291382586332
128,0.00017935101575796824
129,4.342143237775022e-05
130,2.6565943565305574e-05
131,7.336368819443514e-06
132,3.4612836051283034e-06
133,2.4130967117945773e-05
134,9.42959009311461e-05
135,9.631464564969438e-05
136,0.0001645261092431189
137,4.5845059499991535e-06
138,6.133501993691947e-05
139,1.8971377033653598e-05
140,5.925175448738804e-05
141,0.00013477296993658655
142,0.00015675311614024535
143,3.0177756660645437e-06
144,5.003818369600176e-05
145,5.529511710221702e-05
146,0.0001087513574070118
147,0.00015800058259023952
148,8.037251239499069e-05
149,3.521743538546208e-05
150,0.00010959785543580363
151,8.25681906606306e-05
152,0.00014712517896793635
153,4.070854126569473e-05
154,4.160193430294982e-05
155,0.00016087996472141221
156,6.811377084201898e-05
157,1.6806497827809464e-05
158,3.8944730013698666e-05
159,7.135233360665409e-05
160,5.53364873748572e-07
161,3.0515506214257058e-05
162,5.140881064497032e-05
163,6.131585887948756e-05
164,0.0001709501315334888
165,8.240267220563759e-05
166,0.0002051226543195847
167,0.00015506785070367243
168,7.862147578625254e-05
169,0.00017917766424780466
170,1.3362715941778744e-05
171,6.748212443244109e-05
172,0.00019342556691321123
173,2.5592583708835104e-05
174,0.00018960140943697458
175,7.02345149084442e-05
176,6.438557195870808e-05
177,3.3996388498854836e-05
178,1.9884415373629235e-05
179,0.0001919164185946692
180,8.782162586920558e-05
181,0.00019521783504404205
182,0.0001835917833598574
183,0.00012288458622660588
184,9.960331492253052e-05
185,3.802028845698181e-05
186,8.459360502699746e-05
187,0.00019097121762827397
188,3.262567609908338e-05
189,4.004817024683192e-06
190,6.177624191206658e-05
191,1.4492546455298015e-05
192,1.5390394722290874e-05
193,0.00010909827571609796
194,2.088461284778378e-05
195,7.067619309971478e-05
196,2.285614600771169e-05
197,5.165355658623303e-05
198,8.737632645669683e-06
199,0.0001794919662188461
200,6.025892282647181e-05
201,0.00010993997263194
202,8.306583304652886e-05
203,0.00013705030431982452
204,0.00015092567536206385
205,3.525402333092087e-05
206,7.518888803057014e-05
207,5.686782260819899e-06
208,0.00018769325829105676
209,3.881716931751185e-05
210,0.0002804396071516155
211,2.5686484141672678e-06
212,2.9248365149495003e-06
213,7.312615535994595e-05
214,6.363563331609878e-05
215,0.0001900319906152385
216,7.15999930308453e-05
217,0.0001730769488644706
218,0.00010762607277117362
219,0.00013012920124830975
220,0.00018899741562199057
221,0.00010594512863463447
222,0.0001927275111257721
223,0.00010042066965388015
224,0.00021343727724626354
225,7.112929887250184e-05
226,3.801785916488234e-05
227,2.589235514136401e-07
228,5.0553090066377e-05
229,0.00010712146391118402
230,2.7652308441666595e-05
231,5.147250296253771e-06
232,8.431945906030689e-05
233,9.468705448495093e-05
234,0.00014099580549363733
235,0.00011412177498750792
236,4.052828267933908e-05
237,5.006080863338949e-06
238,0.00015132403606972912
239,6.22658806065476e-05
240,4.54044496157434e-05
241,1.8039162476715324e-05
242,0.00013834297951292708
243,0.00015331762380404394
244,0.00010878339188014279
245,0.00014447498360265108
246,3.840054707162129e-05
247,8.230015086406315e-05
248,4.327461445471669e-05
249,4.8556654720495694e-05
250,3.491570460560572e-05
251,1.290823123817204e-05
252,0.00016296853547691372
253,4.907164695627425e-05
254,3.234579930821834e-05
255,4.368955451584202e-05
256,5.602397597056149e-06
257,5.631853404794499e-05
258,1.8424441702163365e-06
259,2.387862478433251e-05
260,3.0383900444033145e-05
261,5.232451236428763e-05
262,2.449529844078022e-05
263,8.672403580707314e-07
264,3.0307503831481577e-05
265,1.4706209711209098e-05
266,0.00010431204245578524
267,7.323461431643049e-05
268,8.102450920832315e-06
269,2.4271445294942177e-05
270,6.231867061321842e-05
271,0.00013875695882554554
272,3.513229732606859e-05
273,9.789950246111133e-05
274,0.00014110937339341804
275,1.812503152709135e-05
276,0.00016724115680923662
277,4.796730712711216e-05
278,0.00018853358225182985
279,7.928948176567997e-05
280,6.616365770619912e-05
281,8.737826344473651e-05
282,3.179093835523231e-05
283,5.876160439791423e-05
284,0.00015510386204328714
285,0.00010631308093650908
286,8.32204923681968e-05
287,4.680451338125721e-06
288,8.65642628990555e-06
289,0.0002202125646307773
290,1.9249509804431917e-08
291,3.5512396659871766e-05
292,6.66106880159751e-05
293,9.429329312063439e-05
294,0.00013264734694835585
295,0.0002109629941669512
296,0.00023807776166407096
297,2.052106454656598e-05
298,0.00010403696909454951
299,0.00012339586844153393
300,4.3439609861272616e-05
301,0.00017231420303999458
302,0.00014807177190144912
303,0.00012453277116476053
304,2.0482387096542267e-05
305,4.100193334504514e-06
306,1.4685077361967888e-05
307,0.0001397669778757152
308,2.2820158050302458e-05
309,2.2826815846931372e-05
310,1.905743377051435e-05
311,1.1406582233814566e-05
312,1.9657403833173812e-05
313,8.35439143277233e-05
314,0.00021175442766128405
315,0.00011190547333235425
316,0.0001096291288695735
317,8.39297635057672e-05
318,0.00010460525196364177
319,6.276788244495232e-05
320,1.6286033381477334e-05
321,3.5292247463445874e-05
322,7.086550221613978e-05
323,0.00013119117283291824
324,9.127278389831307e-05
325,6.469481692965835e-05
326,9.39696852576482e-05
327,5.284323536824473e-06
328,0.00015990649224742763
329,0.00021409858077425252
330,2.753638303809628e-05
331,9.904691886237535e-05
332,8.318272815192506e-05
333,6.672071393539293e-05
334,4.617343251547473e-05
335,0.00016027271545494592
336,8.536572894126495e-05
337,0.0001604439226644161
338,0.00010150211857981345
339,1.6823964664324195e-05
340,9.178953765249488e-05
341,1.8180369065344592e-06
342,3.968255588588644e-05
343,2.8526452297705207e-05
344,2.17841028636788e-05
345,0.00028891969781198127
346,0.00011072928356203035
347,4.684573480907492e-05
348,5.582005449177956e-05
349,0.00010891622752951705
350,5.1027522642845626e-05
351,3.0391569358021325e-05
352,4.5357338358768344e-05
353,8.085062595716199e-05
354,0.00016053226760975382
355,9.635741918412945e-05
356,7.669855417908079e-05
357,3.0264126551352206e-05
358,0.00014447592031802432
359,2.043331779803458e-05
360,4.5398503320333465e-05
361,5.048110409185305e-06
362,7.923988977816158e-05
363,0.00011137361553491581
364,0.00010417573063934072
365,4.527645619937461e-06
366,0.0001548904468272882
367,4.97663353185244e-05
368,0.00012306072980760557
369,0.0001295603621354728
370,9.124517057655185e-05
371,6.988050998233517e-05
372,1.7231693041694543e-05
373,2.230899357976001e-05
374,7.721396822527064e-05
375,2.3823377755253953e-05
376,2.8064668268023656e-05
377,2.9132068736778562e-05
378,9.854632977587119e-05
379,7.4238419579842985e-06
380,0.00020670767721863603
381,4.9224700537689085e-05
382,9.238533696432346e-05
383,0.0001270021184375243
384,3.1879594123528916e-05
385,0.00010392489558470621
386,2.3451197042027944e-05
387,3.217152278677082e-05
388,0.0002268385726973922
389,0.00014053873709167337
390,5.696769817987725e-05
391,0.00013335001540062198
392,6.633580531199163e-05
393,2.297261075835545e-05
394,8.774612066776017e-06
395,9.239606968499095e-05
396,3.6674389956865926e-05
397,0.00019807226446383916
398,0.00015970206222639438
399,5.142585207464287e-05
400,3.793334014109011e-05
401,2.7989595914702725e-05
402,1.4074002577915003e-05
403,9.110217289649269e-05
404,2.5891292069535895e-05
405,2.292128099453505e-05
406,1.909313857099935e-05
407,2.9123380183658042e-05
408,0.00013599256951667352
409,0.00010073298128592622
410,0.00012130111811059178
411,8.350278740635435e-06
412,8.894681018990175e-05
413,4.547935767031569e-05
414,7.859493078666485e-05
415,8.915452853332863e-05
416,0.00012611257793715275
417,5.02420808619707e-05
418,6.923524358063316e-05
419,3.824510796846775e-05
420,0.00017345101319149453
421,5.1517939821744044e-05
422,9.874872847771844e-05
423,0.00022814852098404552
424,1.2860903981917215e-05
425,2.5981873824783413e-05
426,0.00011056255179911794
427,1.8372143291125882e-05
428,0.00012368004969811247
429,3.1985625263678926e-05
430,1.4200481117103188e-05
431,5.5138548481018e-05
432,8.578014224927826e-05
433,0.0001104496610719204
434,0.00012255158183887597
435,2.7933720708888018e-05
436,2.869912515281264e-05
437,4.818301851815105e-05
438,0.00029031456085137344
439,0.00013564830484299697
440,3.871525586645452e-05
441,1.4963313977246025e-05
442,7.143358429608907e-05
443,0.00012598507513541797
444,0.00017023566963255473
445,7.397899138060313e-05
446,1.0915918545351273e-05
447,9.237317638847722e-05
448,0.0001473667969175762
449,1.8033229971211956e-05
450,1.0248054281486848e-05
451,5.483432880169239e-05
452,9.028758183709765e-05
453,0.00011426469371916869
454,0.00013967266532225576
455,4.0337057362060396e-06
456,0.00024158455410091693
457,2.2431180603106237e-05
458,9.837026887234967e-05
459,9.379841625976042e-05
460,2.2458545824950187e-05
461,2.216401789400825e-05
462,9.93063278349018e-05
463,4.505904520094472e-05
464,1.2251971096770105e-05
465,3.160157122014767e-05
466,7.607249524994388e-06
467,7.358725029807491e-05
468,1.674655292242059e-05
469,0.0001265594665556206
470,0.00014642007476081697
471,2.1377416685213534e-05
472,9.072787823798768e-05
473,7.614980458035829e-05
474,0.0002093570021311218
475,3.55686504819706e-05
476,8.37457909869242e-05
477,6.116767433864686e-05
478,7.592958683782066e-05
479,8.581647119492893e-05
480,0.00013367069720958064
481,0.00013757946866848692
482,0.00019724979637303694
483,0.00012787493800489686
484,6.88636482707994e-05
485,0.00012767678962264444
486,0.00017917891246368347
487,4.9471945512892124e-05
488,0.0001397819960309578
489,0.00013295886314895668
490,7.290193155793633e-05
491,0.00023451589606418756
492,4.391939602713708e-05
493,0.0002731792250596451
494,1.4787547318269158e-05
495,3.935000085022956e-05
496,3.6726524205601084e-06
497,3.6098088659210655e-05
498,0.00017706794114108416
499,2.9155265214490897e-05
500,4.309960210809499e-05
501,0.00010333772787057602
502,0.0001699436288031199
503,3.6670121288450858e-06
504,2.881840020783522e-05
505,0.000106470845780841
506,6.159126315584165e-05
507,9.217563456590258e-05
508,0.00013093919822843768
509,0.0001973626278164326
510,4.0700004361277446e-05
511,2.8097173708006596e-05
512,7.670077161153752e-05
513,5.678709517223539e-05
514,2.8361836202110777e-05
515,3.275001277194851e-05
516,0.00013152958743092594
517,3.2530573592364654e-05
518,5.6561276901258144e-05
519,8.20897621121185e-05
520,0.00015277021648964155
521,5.173352968872843e-06
522,0.00010323084117077313
523,7.248660132468553e-05
524,5.699111492136898e-05
525,7.988091635206533e-05
526,8.802607881709429e-05
527,7.098427967494066e-05
528,0.00015500364454790617
529,2.765482160052168e-05
530,0.000181883037594314
531,0.00010802026751202463
532,9.531344771616045e-05
533,0.00017572619363489001
534,9.996643054127331e-05
535,0.00017307085472501567
536,2.986328236260786e-05
537,0.000174751012737048
538,6.063997965688084e-05
539,4.4725834893551927e-05
540,5.048277156996747e-05
541,2.470593543340248e-05
542,9.39698012381075e-05
543,8.590666214217594e-05
544,0.00020597442037228572
545,2.8000012406624437e-05
546,6.226764792134676e-05
547,8.820017790036457e-05
548,9.734852775830896e-05
549,7.392859189537534e-06
550,1.258710223932296e-05
551,1.1361991575598765e-05
552,7.242102395243229e-05
553,0.00011261715008943727
554,3.577037763174635e-05
555,3.729585774318881e-05
556,8.481895742851497e-05
557,9.571735181587028e-06
558,8.457875768755254e-05
559,2.8721714309756603e-05
560,9.7664659097011e-06
561,3.535659655384683e-05
562,0.0002584553319207023
563,5.7169312351757036e-05
564,1.0500521199212676e-05
565,4.094889530530027e-05
566,6.0378018778434696e-05
567,2.7890086707303483e-05
568,5.403752322993093e-05
569,0.00019035838367011885
570,3.5710722263413766e-05
571,0.00018102218673504507
572,3.739434288784768e-06
573,3.689626710795236e-05
574,4.1156644364903466e-05
575,1.0772714351042866e-06
576,9.276025208241206e-05
577,0.0003041264836518317
578,7.587942591390818e-05
579,5.313037146861193e-05
580,3.688665193005565e-05
581,7.350965452533984e-05
582,1.159119522774245e-05
583,6.459195714479471e-06
584,6.305846651328382e-05
585,2.261421851537525e-05
586,1.4342903516494897e-05
587,8.390159428035269e-05
588,1.921980464143133e-05
589,7.503498024443178e-06
590,0.00013568334068150373
591,9.285013062728076e-05
592,0.00011677554909785351
593,0.00015098322133039226
594,0.00013375992346639933
595,2.1064713656279614e-05
596,0.00017561207542455211
597,9.921426264938791e-07
598,1.1993793732766444e-05
599,5.68130816667428e-05
600,0.00013880123372817337
601,5.4208296350439854e-05
602,3.5181005685111e-05
603,6.35181475694734e-05
604,0.00012825716063563807
605,0.00021762278434795095
606,1.2093517179740702e-05
607,1.3319032550771263e-05
608,0.00012859790065098707
609,0.00015568792302342755
610,7.302217912852166e-05
611,5.446870949142254e-06
612,9.574229741061517e-06
613,3.3836475369097246e-06
614,7.48237101451568e-05
615,5.4209614102733355e-05
616,9.084924299287687e-05
617,0.00010390904809882374
618,0.00014216723761133665
619,7.559096001053949e-05
620,0.00027650157119955593
621,6.512809932276294e-06
622,0.00015425788137779771
623,7.865481828662529e-05
624,0.0002032940052245509
625,0.000105709363280666
626,5.790712697981691e-05
627,7.115298522077574e-05
628,3.058931193799048e-06
629,8.630143992760241e-06
630,8.527157364888575e-05
631,0.00019345326039247986
632,7.326579960260604e-05
633,6.529741649292092e-06
634,7.718842555409955e-05
635,2.8453908915063524e-05
636,6.186374525965042e-05
637,2.2721288404381087e-05
638,4.4179546566754744e-05
639,8.931397575955419e-05
640,9.529695621666161e-06
641,4.598946849215438e-05
642,4.100204526570564e-05
643,1.4487384597958673e-05
644,0.0001534684348571946
645,2.4508764305049974e-05
646,8.459783274095772e-05
647,4.1129528931650295e-05
648,8.234678058986957e-05
649,7.780353847462952e-05
650,9.307954479620054e-05
651,4.4226550049673574e-05
652,8.821446248022467e-05
653,6.108560453010176e-05
654,0.0001972051200232769
655,9.347724732550671e-05
656,0.0001340835054500512
657,9.672329856935804e-05
658,8.635450603890156e-05
659,0.00013231088217994453
660,0.000153246454447136
661,0.00011772009379873097
662,0.0001123429541249183
663,3.004136798749043e-05
664,2.014171191294348e-05
665,0.00016058642419077042
666,9.894885999943716e-05
667,3.4123348289356664e-05
668,0.0001569560121011651
669,2.2423124236704656e-05
670,1.8666468269244033e-05
671,3.9406371441008e-05
672,2.3320856598048444e-05
673,2.214665909519911e-05
674,8.208645655855989e-05
675,5.930574027847495e-05
676,8.50239674320568e-05
677,4.7742942343212724e-05
678,8.362125656447407e-05
679,7.686462649496368e-05
680,5.972850334059556e-05
681,5.55268868476944e-05
682,0.0002457604972644613
683,6.021547604346137e-05
684,4.89646265909484e-06
685,6.685053496859274e-05
686,5.41964198434662e-05
687,4.967522096233483e-05
688,0.0001267323862909369
689,2.073041656951219e-05
690,0.00010100455187604496
691,4.008347123203551e-05
692,4.269228664995786e-05
693,3.70890367634571e-05
694,1.4042524161093539e-06
695,0.0001343118477169168
696,2.725220242171944e-05
697,0.00015637500316193972
698,8.472350817529325e-05
699,5.582397189047529e-05
700,2.5918114732078816e-07
701,5.042237305589364e-05
702,7.286862083911327e-05
703,2.5011066234927914e-05
704,4.7581082245533155e-05
705,0.00010454417562979004
706,0.00010597326388994796
707,4.239410299724347e-05
708,6.552259272810465e-06
709,4.361019443818255e-05
710,2.9260436686980993e-05
711,0.00012119729141272296
712,5.1279120941771e-05
713,0.00016569803334074784
714,7.020098770005096e-05
715,0.0001707577758442112
716,1.3404783566000384e-05
717,1.7106589701177417e-05
718,6.027624498981848e-05
719,2.340834796665167e-05
720,0.00012552069738315747
721,0.00019263752426241915
722,1.618880529667187e-05
723,3.100053170327253e-05
724,0.00011838838299547604
725,0.00017654627501576355
726,1.6237104184382506e-05
727,0.00011899454197543974
728,3.415664222490074e-05
729,8.035393955318847e-06
730,2.825202540677769e-06
731,8.021217159359235e-05
732,4.101582167104426e-05
733,0.00012071138578551005
734,5.866332127194679e-06
735,6.227088206071546e-06
736,8.61757226067263e-06
737,0.00024460545505415046
738,7.413899266292236e-06
739,1.0299421953875978e-05
740,4.1820576002365165e-05
741,3.975361643571896e-05
742,4.97016934049912e-05
743,0.00010858541995624775
744,0.00012525069700500046
745,0.00011536213499072083
746,7.675768031868521e-05
747,0.00019457057240078283
748,0.00012635011973568218
749,0.0001476494649330828
750,3.0093006698134128e-05
751,5.420350850491525e-05
752,7.183354772910165e-05
753,0.0001492683535680375
754,4.346879626258891e-05
755,7.0862457576941e-05
756,5.2737194379159626e-05
757,0.00010060307501624866
758,0.00014670737683408332
759,5.5272538283132954e-05
760,7.091165837615077e-05
761,2.3354074860605193e-05
762,1.310617014607249e-05
763,8.610194400610657e-05
764,9.343106764738393e-05
765,2.756442806862466e-05
766,4.481485313753806e-05
767,0.00015718014702626086
768,9.754441079636248e-05
769,0.00010881043653337238
770,3.939099223491052e-05
771,9.808692888312151e-05
772,5.7196149133679804e-05
773,7.90286671637784e-05
774,5.858413772587527e-06
775,5.7904588488826205e-05
776,9.77643591749539e-06
777,0.00016846313469501468
778,0.0001530559401673821
