,0
0,0.00012575034306228365
1,5.716081261407425e-05
2,0.00018955853809012206
3,0.00015004350318719036
4,3.2375302698897016e-05
5,4.3249066736989916e-05
6,5.656360832597698e-05
7,9.833077525939377e-05
8,1.7553118135250178e-05
9,7.330813195406765e-05
10,8.840411269342866e-05
11,9.546713081883284e-05
12,3.0866671485893885e-05
13,0.00023032960349839753
14,0.00020636555963474249
15,9.728965222878996e-05
16,1.1359165152724456e-05
17,0.0001224883245803392
18,0.00014163810555914175
19,0.00016788735461092764
20,6.29317583548883e-07
21,6.4064761416584615e-06
22,4.807320217929287e-06
23,1.5329823636363574e-05
24,0.00023476553746867583
25,0.00017928701495617156
26,1.3041809573902698e-05
27,1.128630875279905e-05
28,4.850311539674838e-05
29,0.00018842773163625138
30,5.6547863496267625e-05
31,8.314933967990092e-05
32,9.171807638324656e-05
33,4.914132102172523e-05
34,0.0001375188672872841
35,3.768959719796136e-05
36,5.318305069810047e-05
37,2.4946541730594745e-05
38,6.13553773966203e-05
39,4.131682635972598e-05
40,6.998380914609736e-05
41,5.46880149064322e-05
42,6.05710392354228e-05
43,0.00011246123601057232
44,2.165100185862231e-05
45,1.0044069834425266e-05
46,4.585074366542366e-06
47,9.55494882803423e-05
48,6.859277266527705e-06
49,7.8795576272008e-05
50,0.00011505828561263083
51,3.080675566378075e-05
52,4.350074319430283e-05
53,5.3640144280815405e-05
54,0.00014844816101053672
55,5.883278796853718e-05
56,1.7840557536827634e-05
57,4.129278417148634e-06
58,0.0001528828573024744
59,0.0001357792673683571
60,8.767632434239972e-05
61,9.673587347484228e-05
62,8.460251880816804e-05
63,3.437009073538522e-05
64,3.515401936814748e-05
65,7.43011363035628e-05
66,5.61256375602385e-05
67,5.8683036587739444e-05
68,1.4339447621387714e-05
69,6.409466098012832e-05
70,3.175442416950539e-05
71,2.23789839317013e-05
72,0.00010915940341559804
73,1.3506771275333225e-05
74,0.00010775857914454959
75,1.1013189456836066e-06
76,4.257728826735023e-05
77,0.00019313896969959371
78,7.717162597625169e-05
79,6.280863017195575e-05
80,1.4617532664956001e-05
81,4.478217619454063e-05
82,2.4308637201617586e-05
83,5.438067941935517e-05
84,0.00018621838597955828
85,3.494869336055159e-05
86,6.264731233862218e-05
87,9.981456513385619e-05
88,0.00019178568863108668
89,8.292821116567917e-05
90,9.756597624049425e-05
91,7.885993015445277e-05
92,0.0002334705849233124
93,9.585391470555981e-05
94,3.733406554279827e-05
95,0.000129040096774865
96,0.0001218805240644595
97,9.559014122318172e-05
98,5.3447041501144086e-05
99,2.4917725881475908e-05
100,0.00019207620017587537
101,8.515341590660889e-05
102,4.184491998514804e-06
103,1.1961862174414725e-05
